date,murabaha_immobiliere_kDH,murabaha_total_kDH,murabaha_hors_marges_kDH,murabaha_immobiliere_hors_marges_kDH,murabaha_automobile_kDH,murabaha_equipement_kDH,murabaha_matieres_premieres_kDH,depot_vue_kDH,depot_investissement_kDH,credit_habitat_MDH,credit_habitat_participatif_MDH,credit_habitat_participatif_flash_MDH,ipai_global,ipai_residentiel,ipai_appartement,ipai_maison,policy_rate_pct,lending_rate_credits_immobiliers_pct,lending_rate_global_pct,lending_rate_credits_equipement_pct,lending_rate_credits_consommation_pct,murabaha_immobiliere_growth_yoy_pct,murabaha_total_growth_yoy_pct,credit_habitat_growth_yoy_pct,murabaha_immobiliere_MDH,penetration_murabaha_in_habitat_pct
2024-08-01,25843167.0,31335948.0,23822954.0,19157201.0,1715873.0,3776908.0,,10266504.0,3652465.0,244000000.0,14161211.0,21600000.0,105.8769933935606,106.3187339689451,105.991612868844,106.3239418709322,2.75,5.24,5.21,5.26,7.06,16.086399382337913,18.452330191332432,2.092050209205021,25843.167,0.010590340213398683
2024-09-01,26287332.0,31869785.0,24318528.0,19561506.0,1748377.0,1716491.0,2117585.0,10295059.0,3645582.0,244000000.0,14161211.0,21600000.0,105.8769933935606,106.3187339689451,105.991612868844,106.3239418709322,2.75,5.24,5.21,5.26,7.06,16.961977803978613,18.928930099618867,2.092050209205021,26287.332,0.010772336164028036
2024-10-01,26661177.0,32438398.0,24717437.0,19799621.0,1784191.0,1834111.0,2158919.0,10688322.0,3543894.0,244000000.0,14161211.0,21600000.0,107.6179214206802,108.3923097035248,107.9517879445427,107.2342784199969,2.75,5.02,5.08,4.99,6.99,17.32936789899311,19.10742276003372,2.092050209205021,26661.177,0.010925518085362743
2024-11-01,27071498.0,32943930.0,25110509.0,20111710.0,1815172.0,1892295.0,2164965.0,10776653.0,3580028.0,244000000.0,14161211.0,21600000.0,107.6179214206802,108.3923097035248,107.9517879445427,107.2342784199969,2.75,5.02,5.08,4.99,6.99,17.11406421415036,19.17083057658562,2.092050209205021,27071.498,0.011093645403281362
2024-12-01,27690629.0,33738808.0,25702378.0,20561327.0,1871542.0,2018735.0,2157902.0,12116432.0,3628358.0,248100000.0,14161211.0,24900000.0,107.6179214206802,108.3923097035248,107.9517879445427,107.2342784199969,2.5,5.02,5.08,4.99,6.99,18.02624786159539,20.122573502373918,1.6803278688524603,27690.629,0.011159830218789635
2025-01-01,27949262.0,34078930.0,25966316.0,20750056.0,1898577.0,2070525.0,2160566.0,11975060.0,3659493.0,248100000.0,14161211.0,24900000.0,105.9721066561808,106.3997939065572,106.1368659600358,106.0159196006746,2.5,5.18,4.98,5.15,7.13,18.25280943515637,20.117796680006215,1.6803278688524603,27949.262,0.011264052309757407
2025-02-01,28402141.0,34655918.0,26390105.0,21085813.0,1936479.0,2169510.0,2147788.0,12027050.0,3559720.0,248100000.0,14161211.0,24900000.0,105.9721066561808,106.3997939065572,106.1368659600358,106.0159196006746,2.5,5.18,4.98,5.15,7.13,18.7228995698375,20.492177777144228,1.6803278688524603,28402.141,0.011446549752035386
2025-03-01,28946592.0,35533216.0,27049584.0,21489768.0,1984134.0,2419684.0,2182806.0,12010537.0,3599227.0,248100000.0,14161211.0,24900000.0,105.9721066561808,106.3997939065572,106.1368659600358,106.0159196006746,2.25,5.18,4.98,5.15,7.13,19.70142824958787,21.893543087886048,1.6803278688524603,28946.592,0.011665947241374083
2025-04-01,29459413.0,36179573.0,27545500.0,21878069.0,2061620.0,2466535.0,2192005.0,11701135.0,3926579.0,248100000.0,14161211.0,24900000.0,106.0250056020373,106.3982684680076,106.1000181927442,105.9893269117089,2.25,5.13,4.84,4.83,6.88,19.92120132663335,22.162158639598562,1.6803278688524603,29459.413,0.01187259790501787
2025-05-01,29914786.0,36787556.0,28021113.0,22223988.0,2118405.0,2560830.0,2193535.0,11843647.0,4094957.0,248100000.0,14161211.0,24900000.0,106.0250056020373,106.3982684680076,106.1000181927442,105.9893269117089,2.25,5.13,4.84,4.83,6.88,19.898197025228903,22.19704893953218,1.6803278688524603,29914.786,0.012056098123356085
2025-06-01,30481380.0,37678446.0,28731379.0,22653085.0,2189036.0,2795898.0,2212132.0,12166603.0,4011788.0,248100000.0,14161211.0,24900000.0,106.0250056020373,106.3982684680076,106.1000181927442,105.9893269117089,2.25,5.13,4.84,4.83,6.88,20.251223731593427,22.974981490163792,1.6803278688524603,30481.38,0.012284415776117092
2025-07-01,30921042.0,38333428.0,29128185.0,22875723.0,2276690.0,2935991.0,2199705.0,12346914.0,4121383.0,248100000.0,14161211.0,24900000.0,107.6783946639198,108.5250916563682,108.1843385454015,106.8850260806275,2.25,5.05,4.85,4.49,6.89,20.640278652485698,23.6820130391709,1.6803278688524603,30921.042,0.012461583534269046
2025-08-01,31362408.0,39595833.0,30296267.0,23349723.0,2365084.0,3660742.0,2207599.0,12840923.0,4105217.0,248100000.0,14161211.0,24900000.0,107.6783946639198,108.5250916563682,108.1843385454015,106.8850260806275,2.25,5.05,4.85,4.49,6.89,21.356674280671562,26.359135520648678,1.6803278688524603,31362.408,0.012639437310802774
2025-09-01,31899150.0,40262629.0,30788862.0,23737127.0,2416960.0,3744892.0,2201627.0,12898759.0,4102643.0,248100000.0,14161211.0,24900000.0,107.6783946639198,108.5250916563682,108.1843385454015,106.8850260806275,2.25,5.05,4.85,4.49,6.89,21.347993778904616,26.334799560147637,1.6803278688524603,31899.15,0.012855723149370817
2025-10-01,32513724.0,41028598.0,31265256.0,24088712.0,2491538.0,3861530.0,2161806.0,12816146.0,4291664.0,248100000.0,14161211.0,24900000.0,108.0951833223422,109.0131304120882,108.6362213255706,107.5379440144514,2.25,5.19,4.82,4.95,6.89,21.951570255131635,26.481579022490575,1.6803278688524603,32513.724,0.013103371062514323
2025-11-01,32997752.0,41658828.0,31875144.0,24569700.0,2560785.0,3948993.0,2151298.0,12833660.0,4623217.0,248100000.0,14161211.0,24900000.0,108.0951833223422,109.0131304120882,108.6362213255706,107.5379440144514,2.25,5.19,4.82,4.95,6.89,21.89111958266956,26.453729108822177,1.6803278688524603,32997.752,0.013298413471383629
2025-12-01,33669356.0,42841377.0,32693110.0,24946593.0,2633910.0,4505404.0,2032707.0,13674385.0,4586303.0,256200000.0,14161211.0,29700000.0,108.0951833223422,109.0131304120882,108.6362213255706,107.5379440144514,2.25,5.19,4.82,4.95,6.89,21.591156343902473,26.979521623881908,3.2648125755743607,33669.356,0.01314009828787225
